"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"108","2022-09-30 15:13:57","2022-09-30 15:24:23","0","100","625","1","2022-09-30 15:24:24","anonymous","TH","1","1","60","1","1","1","10","10","2","1|2|3|4|5","34","36","30","0","0","1|2|3|4|5","2","1|2|3|4|5","29","46","25","0","0","1|2|3|4|5","3","43","57","1|2","2","18","82","1|2","3","5","2","5","5","1","ไทย","ไทย","ไทย","625","Complete","60+","1","0","Control","Pass","FL_76","Control"
"109","2022-09-30 15:10:28","2022-09-30 15:24:55","0","100","866","1","2022-09-30 15:24:55","anonymous","TH","1","1","39","1","1","1","10","10","1","4|3|2|1|5","36","47","17","0","0","4|3|2|1|5","1","4|3|2|1|5","21","19","23","23","14","4|3|2|1|5","7","56","44","2|1","3","57","43","2|1","2","7","2","4","5","1","ไทย","ไทย","ไทย","866","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"110","2022-09-30 15:15:12","2022-09-30 15:25:15","0","100","602","1","2022-09-30 15:25:15","anonymous","TH","0.8999999761581421","1","59","1","1","1","1","1","2","4|3|2|1|5","10","20","30","30","10","4|3|2|1|5","3","4|3|2|1|5","10","20","30","30","10","4|3|2|1|5","4","70","30","2|1","3","40","60","2|1","2","4","2","5","5","1","ไทย","ไทย","ไทย","602","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"111","2022-09-30 15:15:13","2022-09-30 15:25:35","0","100","621","1","2022-09-30 15:25:35","anonymous","TH","0.8999999761581421","1","32","0","1","1","10","10","2","4|3|2|1|5","25","29","31","7","8","4|3|2|1|5","1","4|3|2|1|5","21","38","17","14","10","4|3|2|1|5","7","20","80","2|1","4","24","76","2|1","4","7","2","6","6","1","ไทย","ไทย","ไทย","621","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"112","2022-09-30 15:06:56","2022-09-30 15:25:40","0","100","1124","1","2022-09-30 15:25:40","anonymous","TH","1","1","38","1","1","1","10","10","2","4|3|2|1|5","35","50","0","0","15","4|3|2|1|5","2","4|3|2|1|5","30","20","20","20","10","4|3|2|1|5","7","45","55","2|1","4","30","70","2|1","2","5","2","5","10","1","ไทย","ไทย","ไทย","1124","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"113","2022-09-30 15:19:22","2022-09-30 15:25:40","0","100","377","1","2022-09-30 15:25:41","anonymous","TH","1","1","34","0","1","1","8","5","2","4|3|2|1|5","26","30","29","0","15","4|3|2|1|5","2","4|3|2|1|5","17","14","16","32","21","4|3|2|1|5","7","30","70","2|1","3","20","80","2|1","4","4","2","5","6","1","ไทย","ไทย","ไทย","377","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"114","2022-09-30 15:19:56","2022-09-30 15:25:45","0","100","348","1","2022-09-30 15:25:45","anonymous","TH","0.8999999761581421","1","52","1","1","1","10","10","1","1|2|3|4|5","60","10","10","10","10","1|2|3|4|5","1","1|2|3|4|5","50","30","5","10","5","1|2|3|4|5","7","70","30","1|2","4","35","65","1|2","3","7","2","5","5","1","ไทย","ไทย","ไทย","348","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"115","2022-09-30 15:17:44","2022-09-30 15:26:05","0","100","500","1","2022-09-30 15:26:05","anonymous","TH","1","1","36","1","1","1","10","10","2","4|3|2|1|5","18","22","23","24","13","4|3|2|1|5","1","4|3|2|1|5","25","18","15","12","30","4|3|2|1|5","6","45","55","2|1","3","46","54","2|1","3","7","2","3","5","2","ไทย","ไทย","ไทย","500","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"116","2022-09-30 15:20:43","2022-09-30 15:26:16","0","100","332","1","2022-09-30 15:26:16","anonymous","TH","1","1","46","0","1","1","10","7","2","4|3|2|1|5","7","46","47","0","0","4|3|2|1|5","2","4|3|2|1|5","5","69","26","0","0","4|3|2|1|5","7","14","86","2|1","3","55","45","2|1","3","3","2","5","5","1","ไทย","ไทย","ไทย","332","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"117","2022-09-30 15:23:13","2022-09-30 15:26:46","0","100","213","1","2022-09-30 15:26:47","anonymous","TH","1","1","33","1","1","1","10","10","1","1|2|3|4|5","43","35","22","0","0","1|2|3|4|5","1","1|2|3|4|5","31","26","35","8","0","1|2|3|4|5","6","60","40","1|2","3","38","62","1|2","3","6","2","5","5","1","ไทย","ไทย","ไทย","213","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"118","2022-09-30 15:21:04","2022-09-30 15:27:09","0","100","364","1","2022-09-30 15:27:10","anonymous","TH","0.8999999761581421","1","40","1","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","40","60","1|2","4","0","100","1|2","4","7","2","5","0","1","ไทย","ไทย","ไทย","364","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"119","2022-09-30 15:24:02","2022-09-30 15:27:19","0","100","196","1","2022-09-30 15:27:19","anonymous","TH","1","1","43","1","1","1","10","10","3","4|3|2|1|5","11","26","16","26","21","4|3|2|1|5","3","4|3|2|1|5","7","25","38","25","5","4|3|2|1|5","7","7","93","2|1","4","10","90","2|1","4","7","2","3","4","1","ไทย","ไทย","ไทย","196","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"120","2022-09-30 15:09:38","2022-09-30 15:27:19","0","100","1061","1","2022-09-30 15:27:20","anonymous","TH","1","1","53","1","1","1","10","10","1","1|2|3|4|5","20","15","20","5","40","1|2|3|4|5","1","1|2|3|4|5","20","40","0","20","20","1|2|3|4|5","7","60","40","1|2","3","40","60","1|2","4","5","2","5","6","2","ไทย","ไทย","ไทย","1061","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"121","2022-09-30 15:13:47","2022-09-30 15:27:39","0","100","832","1","2022-09-30 15:27:39","anonymous","TH","0.8999999761581421","1","39","0","1","1","10","10","1","4|3|2|1|5","20","20","25","35","0","4|3|2|1|5","1","4|3|2|1|5","30","21","6","10","33","4|3|2|1|5","7","23","77","2|1","3","20","80","2|1","3","7","2","5","3","1","ไทย","ไทย","ไทย","832","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"122","2022-09-30 15:22:11","2022-09-30 15:28:26","0","100","374","1","2022-09-30 15:28:27","anonymous","TH","1","1","49","1","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","7","10","90","2|1","4","0","100","2|1","4","7","2","5","6","1","ไทย","ไทย","ไทย","374","Complete","40-49","0","1","Control","Pass","FL_64","Control"
"123","2022-09-30 15:24:39","2022-09-30 15:28:38","0","100","239","1","2022-09-30 15:28:38","anonymous","TH","1","1","50","1","1","1","10","10","1","1|2|3|4|5","8","25","28","16","23","1|2|3|4|5","2","1|2|3|4|5","30","14","19","26","11","1|2|3|4|5","7","60","40","1|2","3","58","42","1|2","2","7","2","5","5","2","ไทย","ไทย","ไทย","239","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"124","2022-09-30 15:13:06","2022-09-30 15:28:40","0","100","933","1","2022-09-30 15:28:40","anonymous","TH","1","1","53","0","1","1","10","10","1","1|2|3|4|5","40","40","20","0","0","1|2|3|4|5","1","1|2|3|4|5","10","20","14","0","56","1|2|3|4|5","7","30","70","1|2","4","30","70","1|2","4","7","2","5","5","1","ไทย","ไทย","ไทย","933","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"125","2022-09-30 15:15:43","2022-09-30 15:28:43","0","100","779","1","2022-09-30 15:28:43","anonymous","TH","1","1","66","0","1","1","10","9","2","1|2|3|4|5","60","10","20","0","10","1|2|3|4|5","2","1|2|3|4|5","0","0","20","10","70","1|2|3|4|5","6","40","60","1|2","4","30","70","1|2","3","6","2","5","7","1","ไทย","ไทย","ไทย","779","Complete","60+","0","1","Control","Pass","FL_64","Control"
"126","2022-09-30 15:23:27","2022-09-30 15:28:45","0","100","317","1","2022-09-30 15:28:45","anonymous","TH","1","1","42","0","1","1","10","10","2","4|3|2|1|5","0","0","38","62","0","4|3|2|1|5","1","4|3|2|1|5","0","0","63","37","0","4|3|2|1|5","7","38","62","2|1","3","42","58","2|1","3","7","2","5","7","2","ไทย","ไทย","ไทย","317","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"127","2022-09-30 15:20:57","2022-09-30 15:28:48","0","100","471","1","2022-09-30 15:28:49","anonymous","TH","1","1","51","0","1","1","10","10","1","1|2|3|4|5","62","34","0","0","4","1|2|3|4|5","2","1|2|3|4|5","51","36","13","0","0","1|2|3|4|5","6","40","60","1|2","3","15","85","1|2","3","5","2","5","5","1","ไทย","ไทย","ไทย","471","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"128","2022-09-30 15:20:01","2022-09-30 15:29:14","0","100","553","1","2022-09-30 15:29:14","anonymous","TH","0.8999999761581421","1","51","0","1","1","10","10","3","4|3|2|1|5","5","35","18","22","20","4|3|2|1|5","2","4|3|2|1|5","30","20","10","15","25","4|3|2|1|5","4","40","60","2|1","2","70","30","2|1","2","4","2","3","5","1","ไทย","ไทย","ไทย","553","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"129","2022-09-30 15:17:29","2022-09-30 15:29:25","0","100","715","1","2022-09-30 15:29:25","anonymous","TH","1","1","37","1","1","1","10","5","2","1|2|3|4|5","33","37","0","0","30","1|2|3|4|5","2","1|2|3|4|5","30","30","0","0","40","1|2|3|4|5","4","20","80","1|2","3","29","71","1|2","4","5","2","3","3","1","ไทย","ไทย","ไทย","715","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"130","2022-09-30 15:20:30","2022-09-30 15:29:27","0","100","536","1","2022-09-30 15:29:27","anonymous","TH","1","1","43","0","1","1","10","10","1","4|3|2|1|5","31","17","2","0","50","4|3|2|1|5","1","4|3|2|1|5","11","35","26","13","15","4|3|2|1|5","2","96","4","2|1","3","38","62","2|1","4","4","2","5","4","1","ไทย","ไทย","ไทย","536","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"131","2022-09-30 15:06:25","2022-09-30 15:29:29","0","100","1383","1","2022-09-30 15:29:29","anonymous","TH","1","1","64","0","1","1","10","10","1","4|3|2|1|5","45","40","15","0","0","4|3|2|1|5","2","4|3|2|1|5","30","45","10","10","5","4|3|2|1|5","5","50","50","2|1","4","30","70","2|1","4","5","2","6","5","3","ไทย","ไทย","ไทย","1383","Complete","60+","0","0","Control","Pass","FL_88","Control"
"132","2022-09-30 15:22:27","2022-09-30 15:29:35","0","100","428","1","2022-09-30 15:29:35","anonymous","TH","1","1","44","0","1","1","10","10","2","1|2|3|4|5","15","43","18","15","9","1|2|3|4|5","2","1|2|3|4|5","12","25","22","21","20","1|2|3|4|5","7","15","85","1|2","3","0","100","1|2","4","7","2","4","10","2","ไทย","ไทย","ไทย","428","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"133","2022-09-30 15:21:05","2022-09-30 15:30:15","0","100","550","1","2022-09-30 15:30:16","anonymous","TH","1","1","55","1","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","5","18","82","2|1","3","0","100","2|1","4","4","2","3","5","1","ไทย","ไทย","ไทย","550","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"134","2022-09-30 15:20:08","2022-09-30 15:30:31","0","100","623","1","2022-09-30 15:30:33","anonymous","TH","0.8999999761581421","1","59","1","1","1","10","10","1","1|2|3|4|5","47","53","0","0","0","1|2|3|4|5","2","1|2|3|4|5","85","15","0","0","0","1|2|3|4|5","7","41","59","1|2","2","27","73","1|2","2","6","2","3","7","2","ไทย","ไทย","ไทย","623","Complete","50-59","0","1","Control","Pass","FL_64","Control"
"135","2022-09-30 15:24:27","2022-09-30 15:30:32","0","100","365","1","2022-09-30 15:30:33","anonymous","TH","1","1","53","0","1","1","10","10","1","4|3|2|1|5","86","0","14","0","0","4|3|2|1|5","1","4|3|2|1|5","60","30","10","0","0","4|3|2|1|5","7","0","100","2|1","4","12","88","2|1","4","7","2","5","5","1","ไทย","ไทย","ไทย","365","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"136","2022-09-30 15:10:41","2022-09-30 15:30:38","0","100","1196","1","2022-09-30 15:30:38","anonymous","TH","1","1","45","0","1","1","10","10","1","4|3|2|1|5","30","20","0","0","50","4|3|2|1|5","2","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","7","40","60","2|1","4","0","100","2|1","4","7","2","5","4","1","ไทย","ไทย","ไทย","1196","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"137","2022-09-30 15:21:29","2022-09-30 15:30:43","0","100","553","1","2022-09-30 15:30:44","anonymous","TH","1","1","54","1","1","1","10","10","1","4|3|2|1|5","52","39","2","2","5","4|3|2|1|5","1","4|3|2|1|5","45","40","5","5","5","4|3|2|1|5","5","70","30","2|1","3","0","100","2|1","4","5","2","5","5","1","ไทย","ไทย","ไทย","553","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"138","2022-09-30 15:28:55","2022-09-30 15:30:50","0","100","115","1","2022-09-30 15:30:50","anonymous","TH","1","1","54","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","115","","50-59","","","","","",""
"139","2022-09-30 15:30:11","2022-09-30 15:30:54","0","100","43","1","2022-09-30 15:30:54","anonymous","TH","1","1","50","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","43","","50-59","","","","","",""
"140","2022-09-30 15:22:17","2022-09-30 15:30:54","0","100","517","1","2022-09-30 15:30:55","anonymous","TH","1","1","51","0","1","1","10","10","1","1|2|3|4|5","43","28","0","0","29","1|2|3|4|5","1","1|2|3|4|5","70","30","0","0","0","1|2|3|4|5","7","20","80","1|2","3","0","100","1|2","4","6","2","2","5","1","ไทย","ไทย","ไทย","517","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"141","2022-09-30 15:28:15","2022-09-30 15:30:59","0","100","164","1","2022-09-30 15:31:00","anonymous","TH","1","1","30","1","1","1","10","10","1","4|3|2|1|5","0","49","51","0","0","4|3|2|1|5","2","4|3|2|1|5","0","47","53","0","0","4|3|2|1|5","7","51","49","2|1","3","51","49","2|1","3","7","2","5","5","1","ไทย","ไทย","ไทย","164","Speeder","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"142","2022-09-30 15:26:45","2022-09-30 15:31:07","0","100","262","1","2022-09-30 15:31:08","anonymous","TH","0.8999999761581421","1","53","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","262","","50-59","","","","","",""
"143","2022-09-30 15:23:26","2022-09-30 15:31:09","0","100","462","1","2022-09-30 15:31:10","anonymous","TH","1","1","50","1","1","1","9","7","2","1|2|3|4|5","25","20","11","9","35","1|2|3|4|5","2","1|2|3|4|5","30","35","15","10","10","1|2|3|4|5","6","30","70","1|2","4","","","","","","","","","","ไทย","ไทย","ไทย","462","","50-59","1","1","Control","","FL_63","Control"
"144","2022-09-30 15:27:58","2022-09-30 15:31:15","0","100","196","1","2022-09-30 15:31:15","anonymous","TH","0.8999999761581421","1","42","1","1","1","10","10","2","4|3|2|1|5","41","24","24","0","11","4|3|2|1|5","2","4|3|2|1|5","32","20","12","11","25","4|3|2|1|5","6","57","43","2|1","3","56","44","2|1","3","4","2","4","6","1","ไทย","ไทย","ไทย","196","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"145","2022-09-30 15:26:49","2022-09-30 15:31:15","0","100","266","1","2022-09-30 15:31:16","anonymous","TH","1","1","58","1","1","1","10","10","2","4|3|2|1|5","11","37","27","11","14","4|3|2|1|5","2","4|3|2|1|5","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","266","","50-59","","","","","FL_63",""
"146","2022-09-30 15:24:34","2022-09-30 15:31:25","0","100","410","1","2022-09-30 15:31:25","anonymous","TH","0.8999999761581421","1","52","1","1","1","10","10","2","1|2|3|4|5","50","19","15","9","7","1|2|3|4|5","1","1|2|3|4|5","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","410","","50-59","","","","","FL_63",""
"147","2022-09-30 15:27:51","2022-09-30 15:31:30","0","100","218","1","2022-09-30 15:31:30","anonymous","TH","1","1","28","1","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","100","0","1|2","4","0","100","1|2","4","5","2","6","5","1","ไทย","ไทย","ไทย","218","Complete","18-29","0","0","Intervention","Pass","FL_88","Intervention"
"148","2022-09-30 15:31:04","2022-09-30 15:31:33","0","100","28","1","2022-09-30 15:31:33","anonymous","TH","1","1","56","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","28","","50-59","","","","","",""
"149","2022-09-30 15:21:42","2022-09-30 15:31:53","0","100","610","1","2022-09-30 15:31:53","anonymous","TH","1","1","35","0","1","1","10","10","1","4|3|2|1|5","10","90","0","0","0","4|3|2|1|5","2","4|3|2|1|5","10","90","0","0","0","4|3|2|1|5","7","20","80","2|1","3","20","80","2|1","3","6","2","3","5","2","ไทย","ไทย","ไทย","610","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"150","2022-09-30 15:26:51","2022-09-30 15:32:04","0","100","313","1","2022-09-30 15:32:05","anonymous","TH","1","1","50","0","1","1","10","10","1","4|3|2|1|5","43","21","5","4","27","4|3|2|1|5","2","4|3|2|1|5","11","13","20","12","44","4|3|2|1|5","7","74","26","2|1","4","34","66","2|1","4","6","2","5","5","1","ไทย","ไทย","ไทย","313","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"151","2022-09-30 15:26:56","2022-09-30 15:32:20","0","100","324","1","2022-09-30 15:32:21","anonymous","TH","1","1","36","1","1","1","10","9","1","4|3|2|1|5","48","21","19","9","3","4|3|2|1|5","2","4|3|2|1|5","36","22","20","13","9","4|3|2|1|5","3","35","65","2|1","2","45","55","2|1","3","2","2","3","7","2","ไทย","ไทย","ไทย","324","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"152","2022-09-30 15:30:02","2022-09-30 15:32:44","0","100","162","1","2022-09-30 15:32:45","anonymous","TH","0.8999999761581421","1","40","1","1","1","3","6","2","1|2|3|4|5","39","57","4","0","0","1|2|3|4|5","1","1|2|3|4|5","44","3","15","38","0","1|2|3|4|5","5","10","90","1|2","2","37","63","1|2","2","2","2","5","5","1","ไทย","ไทย","ไทย","162","Speeder","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"153","2022-09-30 15:25:12","2022-09-30 15:33:03","0","100","470","1","2022-09-30 15:33:03","anonymous","TH","1","1","50","1","1","1","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","470","","50-59","","","","","FL_76",""
"154","2022-09-30 15:20:37","2022-09-30 15:33:05","0","100","747","1","2022-09-30 15:33:06","anonymous","TH","1","1","45","0","1","1","10","10","1","1|2|3|4|5","20","10","10","10","50","1|2|3|4|5","1","1|2|3|4|5","50","20","10","10","10","1|2|3|4|5","6","40","60","1|2","3","50","50","1|2","3","5","2","3","5","2","ไทย","ไทย","ไทย","747","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"155","2022-09-30 15:29:00","2022-09-30 15:33:18","0","100","258","1","2022-09-30 15:33:18","anonymous","TH","1","1","25","1","1","1","10","10","2","1|2|3|4|5","21","31","23","25","0","1|2|3|4|5","2","1|2|3|4|5","23","26","31","17","3","1|2|3|4|5","7","49","51","1|2","3","45","55","1|2","3","5","2","3","1","2","ไทย","ไทย","ไทย","258","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"156","2022-09-30 15:27:42","2022-09-30 15:34:15","0","100","393","1","2022-09-30 15:34:15","anonymous","TH","0.8999999761581421","1","47","0","1","1","10","10","2","4|3|2|1|5","43","38","7","12","0","4|3|2|1|5","2","4|3|2|1|5","13","58","16","5","8","4|3|2|1|5","4","91","9","2|1","3","25","75","2|1","2","6","2","4","5","1","ไทย","ไทย","ไทย","393","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"157","2022-09-30 15:20:05","2022-09-30 15:34:18","0","100","853","1","2022-09-30 15:34:18","anonymous","TH","1","1","43","0","1","1","10","8","1","4|3|2|1|5","53","40","7","0","0","4|3|2|1|5","2","4|3|2|1|5","31","46","12","10","1","4|3|2|1|5","6","49","51","2|1","4","20","80","2|1","4","5","2","3","1","2","ไทย","ไทย","ไทย","853","Complete","40-49","0","1","Intervention","Pass","FL_64","Intervention"
"158","2022-09-30 15:18:50","2022-09-30 15:34:47","0","100","956","1","2022-09-30 15:34:47","anonymous","TH","1","1","51","0","1","1","10","10","1","4|3|2|1|5","50","50","0","0","0","4|3|2|1|5","1","4|3|2|1|5","60","40","0","0","0","4|3|2|1|5","7","30","70","2|1","4","37","63","2|1","3","7","2","5","5","1","ไทย","ไทย","ไทย","956","Complete","50-59","1","1","Control","Pass","FL_63","Control"
"159","2022-09-30 15:25:30","2022-09-30 15:34:56","0","100","565","1","2022-09-30 15:34:57","anonymous","TH","1","1","42","1","1","1","10","10","1","1|2|3|4|5","40","40","5","5","10","1|2|3|4|5","1","1|2|3|4|5","35","40","10","5","10","1|2|3|4|5","6","40","60","1|2","3","30","70","1|2","3","6","2","5","6","1","ไทย","ไทย","ไทย","565","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"160","2022-09-30 15:19:36","2022-09-30 15:34:57","0","100","920","1","2022-09-30 15:34:57","anonymous","TH","1","1","46","0","1","1","4","10","2","1|2|3|4|5","43","30","9","0","18","1|2|3|4|5","2","1|2|3|4|5","32","8","19","8","33","1|2|3|4|5","7","39","61","1|2","4","31","69","1|2","4","5","2","5","5","1","ไทย","ไทย","ไทย","920","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"161","2022-09-30 15:21:35","2022-09-30 15:34:59","0","100","804","1","2022-09-30 15:35:00","anonymous","TH","1","1","40","0","1","1","10","10","2","4|3|2|1|5","20","75","0","5","0","4|3|2|1|5","4","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","7","30","70","2|1","3","24","76","2|1","4","6","2","4","5","2","ไทย","ไทย","ไทย","804","Complete","40-49","0","1","Intervention","Pass","FL_64","Intervention"
"162","2022-09-30 15:34:55","2022-09-30 15:35:35","0","100","39","1","2022-09-30 15:35:35","anonymous","TH","1","1","50","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","39","","50-59","","","","","",""
"163","2022-09-30 15:29:36","2022-09-30 15:35:49","0","100","372","1","2022-09-30 15:35:49","anonymous","TH","1","1","41","1","1","1","9","9","1","1|2|3|4|5","0","0","26","31","43","1|2|3|4|5","2","1|2|3|4|5","15","13","20","12","40","1|2|3|4|5","5","55","45","1|2","3","21","79","1|2","3","6","2","5","5","1","ไทย","ไทย","ไทย","372","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"164","2022-09-30 15:36:05","2022-09-30 15:36:33","0","100","27","1","2022-09-30 15:36:33","anonymous","TH","1","1","56","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","27","","50-59","","","","","",""
