"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"222","2022-09-30 15:49:29","2022-09-30 16:02:20","0","100","770","1","2022-09-30 16:02:21","anonymous","TH","1","1","61","1","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","35","65","1|2","4","0","100","1|2","4","5","2","6","5","1","ไทย","ไทย","ไทย","770","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"223","2022-09-30 15:55:44","2022-09-30 16:02:31","0","100","407","1","2022-09-30 16:02:32","anonymous","TH","1","1","74","1","1","1","9","9","2","4|3|2|1|5","22","19","21","20","18","4|3|2|1|5","1","4|3|2|1|5","20","21","19","21","19","4|3|2|1|5","6","40","60","2|1","3","40","60","2|1","2","6","2","4","7","1","ไทย","ไทย","ไทย","407","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"224","2022-09-30 15:53:06","2022-09-30 16:03:22","0","100","615","1","2022-09-30 16:03:22","anonymous","TH","0.8999999761581421","1","44","0","1","1","10","9","2","4|3|2|1|5","0","90","10","0","0","4|3|2|1|5","5","4|3|2|1|5","0","0","0","69","31","4|3|2|1|5","5","0","100","2|1","3","0","100","2|1","3","5","2","4","8","1","ไทย","ไทย","ไทย","615","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"225","2022-09-30 15:55:40","2022-09-30 16:04:18","0","100","517","1","2022-09-30 16:04:19","anonymous","TH","1","1","34","1","1","1","10","10","1","1|2|3|4|5","50","30","10","10","0","1|2|3|4|5","1","1|2|3|4|5","60","20","10","5","5","1|2|3|4|5","7","30","70","1|2","3","20","80","1|2","4","99","2","3","0","1","ไทย","ไทย","ไทย","517","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"226","2022-09-30 16:01:09","2022-09-30 16:05:22","0","100","252","1","2022-09-30 16:05:23","anonymous","TH","1","1","24","1","1","1","8","7","1","4|3|2|1|5","25","20","20","10","25","4|3|2|1|5","1","4|3|2|1|5","10","20","30","30","10","4|3|2|1|5","4","40","60","2|1","3","30","70","2|1","4","5","2","5","2","1","ไทย","ไทย","ไทย","252","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"227","2022-09-30 16:03:03","2022-09-30 16:07:34","0","100","271","1","2022-09-30 16:07:35","anonymous","TH","1","1","52","0","1","1","10","10","2","1|2|3|4|5","19","15","14","13","39","1|2|3|4|5","2","1|2|3|4|5","19","18","18","17","28","1|2|3|4|5","6","18","82","1|2","4","32","68","1|2","4","6","2","5","0","1","ไทย","ไทย","ไทย","271","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"228","2022-09-30 16:02:51","2022-09-30 16:07:46","0","100","294","1","2022-09-30 16:07:47","anonymous","TH","1","1","19","0","1","1","10","8","2","1|2|3|4|5","56","39","5","0","0","1|2|3|4|5","2","1|2|3|4|5","49","34","9","8","0","1|2|3|4|5","5","59","41","1|2","3","52","48","1|2","2","5","2","4","5","2","ไทย","ไทย","ไทย","294","Complete","18-29","1","1","Control","Pass","FL_63","Control"
"229","2022-09-30 16:03:06","2022-09-30 16:08:54","0","100","347","1","2022-09-30 16:08:54","anonymous","TH","0.8999999761581421","1","44","1","1","1","10","5","1","4|3|2|1|5","30","30","0","0","40","4|3|2|1|5","1","4|3|2|1|5","30","40","0","0","30","4|3|2|1|5","7","70","30","2|1","4","40","60","2|1","3","5","2","5","5","1","ไทย","ไทย","ไทย","347","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"230","2022-09-30 16:00:08","2022-09-30 16:09:04","0","100","536","1","2022-09-30 16:09:04","anonymous","TH","1","1","37","0","1","1","10","10","2","1|2|3|4|5","0","39","61","0","0","1|2|3|4|5","2","1|2|3|4|5","30","40","30","0","0","1|2|3|4|5","7","20","80","1|2","3","30","70","1|2","3","5","2","5","7","1","ไทย","ไทย","ไทย","536","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"231","2022-09-30 15:50:31","2022-09-30 16:10:32","0","100","1201","1","2022-09-30 16:10:32","anonymous","TH","0.8999999761581421","1","65","0","1","1","4","9","1","1|2|3|4|5","0","80","10","10","0","1|2|3|4|5","2","1|2|3|4|5","20","20","20","15","25","1|2|3|4|5","7","50","50","1|2","3","50","50","1|2","3","5","2","5","5","2","ไทย","ไทย","ไทย","1201","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"232","2022-09-30 16:09:40","2022-09-30 16:11:56","0","100","136","1","2022-09-30 16:11:57","anonymous","TH","1","1","63","1","1","1","10","10","1","1|2|3|4|5","62","0","0","38","0","1|2|3|4|5","2","1|2|3|4|5","82","18","0","0","0","1|2|3|4|5","5","64","36","1|2","2","26","74","1|2","3","5","2","5","6","1","ไทย","ไทย","ไทย","136","Speeder","60+","0","1","Control","Pass","FL_64","Control"
"233","2022-09-30 15:44:58","2022-09-30 16:12:15","0","100","1636","1","2022-09-30 16:12:15","anonymous","TH","1","1","44","0","1","1","10","10","2","1|2|3|4|5","20","30","10","10","30","1|2|3|4|5","2","1|2|3|4|5","25","40","10","5","20","1|2|3|4|5","7","40","60","1|2","3","30","70","1|2","3","6","2","4","8","2","ไทย","ไทย","ไทย","1636","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"234","2022-09-30 16:10:48","2022-09-30 16:14:15","0","100","206","1","2022-09-30 16:14:15","anonymous","TH","0.8999999761581421","1","39","0","1","1","10","10","2","1|2|3|4|5","29","26","27","18","0","1|2|3|4|5","3","1|2|3|4|5","0","20","40","0","40","1|2|3|4|5","7","81","19","1|2","3","80","20","1|2","3","7","2","5","3","1","ไทย","ไทย","ไทย","206","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"235","2022-09-30 16:02:06","2022-09-30 16:17:17","0","100","910","1","2022-09-30 16:17:17","anonymous","TH","1","1","52","0","1","1","10","10","2","4|3|2|1|5","35","55","0","0","10","4|3|2|1|5","2","4|3|2|1|5","30","70","0","0","0","4|3|2|1|5","4","60","40","2|1","3","55","45","2|1","2","4","2","5","5","1","ไทย","ไทย","ไทย","910","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"236","2022-09-30 16:17:37","2022-09-30 16:20:04","0","100","147","1","2022-09-30 16:20:05","anonymous","TH","0.8999999761581421","1","39","0","1","1","10","10","2","1|2|3|4|5","32","35","21","12","0","1|2|3|4|5","3","1|2|3|4|5","26","26","27","21","0","1|2|3|4|5","7","77","23","1|2","3","73","27","1|2","3","7","2","5","3","1","ไทย","ไทย","ไทย","147","Speeder","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"237","2022-09-30 16:12:11","2022-09-30 16:20:59","0","100","527","1","2022-09-30 16:20:59","anonymous","TH","1","1","61","0","1","1","10","10","2","4|3|2|1|5","36","27","26","10","1","4|3|2|1|5","2","4|3|2|1|5","35","29","22","9","5","4|3|2|1|5","6","46","54","2|1","3","28","72","2|1","4","5","2","5","6","1","ไทย","ไทย","ไทย","527","Complete","60+","1","1","Control","Pass","FL_63","Control"
"238","2022-09-30 16:15:24","2022-09-30 16:22:43","0","100","438","1","2022-09-30 16:22:43","anonymous","TH","1","1","67","0","1","1","10","10","1","1|2|3|4|5","50","20","10","10","10","1|2|3|4|5","1","1|2|3|4|5","20","30","10","10","30","1|2|3|4|5","6","60","40","1|2","3","40","60","1|2","4","6","2","4","5","1","ไทย","ไทย","ไทย","438","Complete","60+","0","0","Control","Pass","FL_88","Control"
"239","2022-09-30 16:12:21","2022-09-30 16:23:15","0","100","654","1","2022-09-30 16:23:16","anonymous","TH","1","1","55","0","1","1","10","10","1","1|2|3|4|5","67","25","8","0","0","1|2|3|4|5","2","1|2|3|4|5","34","27","26","5","8","1|2|3|4|5","7","26","74","1|2","3","23","77","1|2","4","7","2","3","5","1","ไทย","ไทย","ไทย","654","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"240","2022-09-30 15:40:21","2022-09-30 16:23:30","0","100","2588","1","2022-09-30 16:23:30","anonymous","TH","1","1","38","0","1","1","5","5","4","1|2|3|4|5","20","10","20","25","25","1|2|3|4|5","4","1|2|3|4|5","10","40","20","30","0","1|2|3|4|5","6","50","50","1|2","3","30","70","1|2","2","5","2","5","5","1","ไทย","ไทย","ไทย","2588","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"241","2022-09-30 16:23:39","2022-09-30 16:24:21","0","100","42","1","2022-09-30 16:24:22","anonymous","TH","1","1","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","42","Screenout","","","","","","",""
"242","2022-09-30 16:13:48","2022-09-30 16:24:27","0","100","638","1","2022-09-30 16:24:27","anonymous","TH","1","1","37","1","1","1","10","5","1","1|2|3|4|5","68","10","10","0","12","1|2|3|4|5","1","1|2|3|4|5","50","17","23","10","0","1|2|3|4|5","7","80","20","1|2","4","14","86","1|2","3","2","2","5","6","1","ไทย","ไทย","ไทย","638","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"243","2022-09-30 16:21:36","2022-09-30 16:25:54","0","100","257","1","2022-09-30 16:25:54","anonymous","TH","1","1","28","0","1","1","5","4","1","4|3|2|1|5","0","41","39","20","0","4|3|2|1|5","1","4|3|2|1|5","27","54","0","0","19","4|3|2|1|5","6","52","48","2|1","4","49","51","2|1","4","3","2","5","2","2","ไทย","ไทย","ไทย","257","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"244","2022-09-30 16:26:36","2022-09-30 16:32:10","0","100","334","1","2022-09-30 16:32:13","anonymous","TH","1","1","38","1","1","1","10","8","2","1|2|3|4|5","50","50","0","0","0","1|2|3|4|5","3","1|2|3|4|5","25","25","30","0","20","1|2|3|4|5","6","10","90","1|2","3","0","100","1|2","4","4","2","5","5","1","ไทย","ไทย","ไทย","334","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"245","2022-09-30 16:18:55","2022-09-30 16:32:40","0","100","824","1","2022-09-30 16:32:41","anonymous","TH","1","1","32","0","1","1","10","8","2","1|2|3|4|5","40","0","0","22","38","1|2|3|4|5","2","1|2|3|4|5","0","20","40","20","20","1|2|3|4|5","6","30","70","1|2","3","40","60","1|2","3","3","2","5","4","1","ไทย","ไทย","ไทย","824","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"246","2022-09-30 16:37:20","2022-09-30 16:40:36","0","100","195","1","2022-09-30 16:40:36","anonymous","TH","1","1","33","0","1","1","9","9","2","1|2|3|4|5","18","27","29","26","0","1|2|3|4|5","2","1|2|3|4|5","10","13","14","22","41","1|2|3|4|5","5","46","54","1|2","3","48","52","1|2","3","99","2","5","5","1","ไทย","ไทย","ไทย","195","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"247","2022-09-30 16:36:01","2022-09-30 16:40:57","0","100","295","1","2022-09-30 16:40:57","anonymous","TH","","1","25","0","1","1","10","10","1","1|2|3|4|5","42","28","30","0","0","1|2|3|4|5","1","1|2|3|4|5","37","23","29","0","11","1|2|3|4|5","7","50","50","1|2","3","34","66","1|2","4","6","2","5","6","1","ไทย","ไทย","ไทย","295","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"248","2022-09-30 16:37:56","2022-09-30 16:40:58","0","100","182","1","2022-09-30 16:40:58","anonymous","TH","1","1","54","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ไทย","ไทย","ไทย","182","","50-59","","","","","",""
"249","2022-09-30 15:59:16","2022-09-30 16:43:10","0","100","2634","1","2022-09-30 16:43:11","anonymous","TH","1","1","36","0","1","1","10","10","2","4|3|2|1|5","20","40","18","2","20","4|3|2|1|5","2","4|3|2|1|5","20","25","25","20","10","4|3|2|1|5","5","80","20","2|1","3","30","70","2|1","3","6","2","5","7","1","ไทย","ไทย","ไทย","2634","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"250","2022-09-30 16:37:49","2022-09-30 16:43:56","0","100","366","1","2022-09-30 16:43:56","anonymous","TH","1","1","32","0","1","1","10","7","1","4|3|2|1|5","10","25","17","6","42","4|3|2|1|5","1","4|3|2|1|5","27","9","20","0","44","4|3|2|1|5","7","67","33","2|1","3","39","61","2|1","4","6","2","4","5","1","ไทย","ไทย","ไทย","366","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"251","2022-09-30 16:36:26","2022-09-30 16:45:35","0","100","549","1","2022-09-30 16:45:36","anonymous","TH","1","1","69","0","1","1","10","10","2","1|2|3|4|5","80","0","0","0","20","1|2|3|4|5","5","1|2|3|4|5","31","38","0","0","31","1|2|3|4|5","5","50","50","1|2","3","50","50","1|2","3","99","2","5","5","2","ไทย","ไทย","ไทย","549","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"252","2022-09-30 16:33:04","2022-09-30 16:46:51","0","100","827","1","2022-09-30 16:46:52","anonymous","TH","1","1","54","0","1","1","10","10","1","4|3|2|1|5","0","0","96","4","0","4|3|2|1|5","5","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","7","0","100","2|1","3","0","100","2|1","4","7","2","3","10","1","ไทย","ไทย","ไทย","827","Complete","50-59","0","1","Control","Pass","FL_64","Control"
"253","2022-09-30 16:29:38","2022-09-30 16:47:50","0","100","1091","1","2022-09-30 16:47:52","anonymous","TH","1","1","62","1","1","1","10","10","1","1|2|3|4|5","69","15","10","3","3","1|2|3|4|5","1","1|2|3|4|5","65","21","8","1","5","1|2|3|4|5","5","30","70","1|2","3","25","75","1|2","4","5","2","5","6","1","ไทย","ไทย","ไทย","1091","Complete","60+","0","0","Control","Pass","FL_88","Control"
"254","2022-09-30 16:41:22","2022-09-30 16:49:04","0","100","461","1","2022-09-30 16:49:04","anonymous","TH","","1","61","1","1","1","10","10","1","4|3|2|1|5","41","29","19","8","3","4|3|2|1|5","5","4|3|2|1|5","44","23","17","12","4","4|3|2|1|5","7","28","72","2|1","3","28","72","2|1","3","5","2","3","5","1","ไทย","ไทย","ไทย","461","Complete","60+","1","1","Control","Pass","FL_63","Control"
"255","2022-09-30 16:38:11","2022-09-30 16:49:39","0","100","687","1","2022-09-30 16:49:39","anonymous","TH","0.8999999761581421","1","64","0","1","1","10","10","5","4|3|2|1|5","20","10","10","55","5","4|3|2|1|5","5","4|3|2|1|5","9","19","20","50","2","4|3|2|1|5","2","60","40","2|1","3","50","50","2|1","3","5","2","2","5","2","ไทย","ไทย","ไทย","687","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"256","2022-09-30 16:45:34","2022-09-30 16:51:46","0","100","371","1","2022-09-30 16:51:46","anonymous","TH","1","1","65","0","1","1","10","8","5","1|2|3|4|5","39","35","26","0","0","1|2|3|4|5","5","1|2|3|4|5","34","50","16","0","0","1|2|3|4|5","4","46","54","1|2","3","55","45","1|2","3","4","2","4","5","1","ไทย","ไทย","ไทย","371","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"257","2022-09-30 16:50:19","2022-09-30 16:52:59","0","100","160","1","2022-09-30 16:53:00","anonymous","TH","0.8999999761581421","1","30","0","1","1","10","10","1","1|2|3|4|5","20","10","16","23","31","1|2|3|4|5","1","1|2|3|4|5","20","30","15","20","15","1|2|3|4|5","7","70","30","1|2","3","70","30","1|2","3","6","2","4","7","1","ไทย","ไทย","ไทย","160","Speeder","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"258","2022-09-30 16:47:58","2022-09-30 16:54:10","0","100","372","1","2022-09-30 16:54:10","anonymous","TH","1","1","27","1","1","1","10","10","1","1|2|3|4|5","32","33","32","3","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","6","36","64","1|2","2","100","0","1|2","2","7","2","3","7","1","ไทย","ไทย","ไทย","372","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"259","2022-09-30 16:52:39","2022-09-30 16:54:44","0","100","125","1","2022-09-30 16:54:45","anonymous","TH","1","1","27","1","1","1","0","0","5","4|3|2|1|5","0","0","3","97","0","4|3|2|1|5","4","4|3|2|1|5","0","0","84","16","0","4|3|2|1|5","1","54","46","2|1","1","57","43","2|1","4","1","2","5","8","3","ไทย","ไทย","ไทย","125","Speeder","18-29","0","1","Control","Pass","FL_64","Control"
"260","2022-09-30 16:58:31","2022-09-30 17:01:36","0","100","185","1","2022-09-30 17:01:36","anonymous","TH","1","1","36","1","1","1","9","9","1","4|3|2|1|5","55","31","0","0","14","4|3|2|1|5","1","4|3|2|1|5","70","0","0","0","30","4|3|2|1|5","7","50","50","2|1","3","70","30","2|1","4","6","2","7","5","1","ไทย","ไทย","ไทย","185","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"261","2022-09-30 16:56:10","2022-09-30 17:01:53","0","100","342","1","2022-09-30 17:01:54","anonymous","TH","1","1","20","1","1","1","10","0","2","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","2","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","5","74","26","2|1","3","60","40","2|1","4","1","2","3","2","1","ไทย","ไทย","ไทย","342","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"262","2022-09-30 16:53:36","2022-09-30 17:02:02","0","100","506","1","2022-09-30 17:02:03","anonymous","TH","1","1","61","1","1","1","9","8","2","1|2|3|4|5","60","19","10","3","8","1|2|3|4|5","2","1|2|3|4|5","21","30","12","10","27","1|2|3|4|5","4","62","38","1|2","3","30","70","1|2","3","4","2","4","5","1","ไทย","ไทย","ไทย","506","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"263","2022-09-30 16:55:50","2022-09-30 17:02:28","0","100","398","1","2022-09-30 17:02:29","anonymous","TH","1","1","63","0","1","1","10","10","2","1|2|3|4|5","70","20","10","0","0","1|2|3|4|5","1","1|2|3|4|5","70","30","0","0","0","1|2|3|4|5","7","0","100","1|2","4","100","0","1|2","3","7","2","5","5","1","ไทย","ไทย","ไทย","398","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"264","2022-09-30 16:37:57","2022-09-30 17:03:44","0","100","1547","1","2022-09-30 17:03:44","anonymous","TH","1","1","54","0","1","1","10","10","1","1|2|3|4|5","52","15","15","0","18","1|2|3|4|5","1","1|2|3|4|5","30","70","0","0","0","1|2|3|4|5","6","20","80","1|2","3","0","100","1|2","3","5","2","5","4","2","ไทย","ไทย","ไทย","1547","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"265","2022-09-30 16:57:11","2022-09-30 17:05:18","0","100","486","1","2022-09-30 17:05:18","anonymous","TH","1","1","37","0","1","1","10","10","3","1|2|3|4|5","15","22","27","18","18","1|2|3|4|5","2","1|2|3|4|5","16","21","17","20","26","1|2|3|4|5","6","47","53","1|2","4","42","58","1|2","2","5","2","5","4","1","ไทย","ไทย","ไทย","486","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"266","2022-09-30 16:44:18","2022-09-30 17:05:22","0","100","1264","1","2022-09-30 17:05:23","anonymous","TH","1","1","40","1","1","1","10","10","2","1|2|3|4|5","25","26","19","22","8","1|2|3|4|5","3","1|2|3|4|5","30","22","20","13","15","1|2|3|4|5","7","68","32","1|2","4","47","53","1|2","4","5","2","5","10","1","ไทย","ไทย","ไทย","1264","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"267","2022-09-30 16:53:19","2022-09-30 17:06:30","0","100","790","1","2022-09-30 17:06:30","anonymous","TH","1","1","60","1","1","1","10","10","1","4|3|2|1|5","34","27","7","0","32","4|3|2|1|5","1","4|3|2|1|5","45","7","25","10","13","4|3|2|1|5","7","24","76","2|1","4","20","80","2|1","4","7","2","5","8","1","ไทย","ไทย","ไทย","790","Complete","60+","0","0","Control","Pass","FL_88","Control"
"268","2022-09-30 17:03:28","2022-09-30 17:08:00","0","100","271","1","2022-09-30 17:08:00","anonymous","TH","1","1","25","1","1","1","10","4","1","1|2|3|4|5","52","34","0","0","14","1|2|3|4|5","2","1|2|3|4|5","33","20","30","1","16","1|2|3|4|5","4","41","59","1|2","3","76","24","1|2","2","2","2","6","5","1","ไทย","ไทย","ไทย","271","Complete","18-29","1","1","Control","Pass","FL_63","Control"
"269","2022-09-30 17:03:04","2022-09-30 17:09:06","0","100","361","1","2022-09-30 17:09:06","anonymous","TH","1","1","22","1","1","1","9","10","2","1|2|3|4|5","75","25","0","0","0","1|2|3|4|5","3","1|2|3|4|5","29","25","27","16","3","1|2|3|4|5","6","79","21","1|2","2","79","21","1|2","2","4","2","3","5","1","ไทย","ไทย","ไทย","361","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"270","2022-09-30 17:11:27","2022-09-30 17:14:41","0","100","193","1","2022-09-30 17:14:41","anonymous","TH","0.8999999761581421","1","38","1","1","1","10","10","1","1|2|3|4|5","12","15","17","18","38","1|2|3|4|5","1","1|2|3|4|5","12","22","22","23","21","1|2|3|4|5","7","49","51","1|2","3","49","51","1|2","2","7","2","5","10","2","ไทย","ไทย","ไทย","193","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"271","2022-09-30 17:10:34","2022-09-30 17:19:37","0","100","543","1","2022-09-30 17:19:38","anonymous","TH","1","1","67","1","1","1","10","8","1","4|3|2|1|5","30","20","0","0","50","4|3|2|1|5","1","4|3|2|1|5","30","20","0","0","50","4|3|2|1|5","7","40","60","2|1","3","40","60","2|1","4","6","2","6","3","1","ไทย","ไทย","ไทย","543","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"272","2022-09-30 17:21:15","2022-09-30 17:22:39","0","100","84","1","2022-09-30 17:22:40","anonymous","TH","1","1","32","0","1","1","7","5","2","4|3|2|1|5","0","0","28","72","0","4|3|2|1|5","5","4|3|2|1|5","0","0","100","0","0","4|3|2|1|5","5","66","34","2|1","4","60","40","2|1","2","3","3","","","","ไทย","ไทย","ไทย","84","QualityFail","30-39","1","1","Control","Fail","FL_63","Control"
"273","2022-09-30 17:17:39","2022-09-30 17:24:26","0","100","407","1","2022-09-30 17:24:26","anonymous","TH","1","1","63","1","1","1","10","5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","85","5","6","4","0","4|3|2|1|5","7","95","5","2|1","3","100","0","2|1","4","2","2","5","0","1","ไทย","ไทย","ไทย","407","Complete","60+","0","1","Control","Pass","FL_64","Control"
"274","2022-09-30 17:24:20","2022-09-30 17:27:05","0","100","165","1","2022-09-30 17:27:05","anonymous","TH","0.8999999761581421","1","31","0","1","1","10","10","2","4|3|2|1|5","20","34","19","27","0","4|3|2|1|5","2","4|3|2|1|5","0","38","31","31","0","4|3|2|1|5","7","17","83","2|1","2","54","46","2|1","4","7","2","5","4","1","ไทย","ไทย","ไทย","165","Speeder","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"275","2022-09-30 17:26:22","2022-09-30 17:30:14","0","100","231","1","2022-09-30 17:30:14","anonymous","TH","1","1","35","0","1","1","10","8","1","1|2|3|4|5","73","27","0","0","0","1|2|3|4|5","1","1|2|3|4|5","76","24","0","0","0","1|2|3|4|5","5","60","40","1|2","3","67","33","1|2","1","4","2","6","6","1","ไทย","ไทย","ไทย","231","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"276","2022-09-30 17:26:56","2022-09-30 17:32:40","0","100","343","1","2022-09-30 17:32:40","anonymous","TH","1","1","37","1","1","1","10","9","3","4|3|2|1|5","26","27","12","31","4","4|3|2|1|5","3","4|3|2|1|5","0","0","30","50","20","4|3|2|1|5","6","62","38","2|1","2","65","35","2|1","3","7","2","3","8","1","ไทย","ไทย","ไทย","343","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"277","2022-09-30 17:24:13","2022-09-30 17:33:11","0","100","538","1","2022-09-30 17:33:12","anonymous","TH","0.8999999761581421","1","40","1","1","1","10","10","1","1|2|3|4|5","35","20","15","10","20","1|2|3|4|5","1","1|2|3|4|5","19","9","16","17","39","1|2|3|4|5","7","42","58","1|2","4","23","77","1|2","4","7","2","4","0","1","ไทย","ไทย","ไทย","538","Complete","40-49","0","0","Control","Pass","FL_88","Control"
